match_key,scheduled_date,scheduled_time,comp_level,match_number,set_number,color,team
2024casd_sf10m1,2024-03-24,02:51 PM,sf,1,10,red,3255
2024casd_sf10m1,2024-03-24,02:51 PM,sf,1,10,blue,2543
2024casd_sf10m1,2024-03-24,02:51 PM,sf,1,10,blue,2658
2024casd_sf10m1,2024-03-24,02:51 PM,sf,1,10,blue,3128
2024casd_sf11m1,2024-03-24,03:03 PM,sf,1,11,red,3647
2024casd_sf11m1,2024-03-24,03:03 PM,sf,1,11,red,8891
2024casd_sf11m1,2024-03-24,03:03 PM,sf,1,11,red,359
2024casd_sf11m1,2024-03-24,03:03 PM,sf,1,11,blue,5137
2024casd_sf11m1,2024-03-24,03:03 PM,sf,1,11,blue,4270
2024casd_sf11m1,2024-03-24,03:03 PM,sf,1,11,blue,973
2024casd_sf12m1,2024-03-24,03:12 PM,sf,1,12,red,3341
2024casd_sf12m1,2024-03-24,03:12 PM,sf,1,12,red,2102
2024casd_sf12m1,2024-03-24,03:12 PM,sf,1,12,red,3255
2024casd_sf12m1,2024-03-24,03:12 PM,sf,1,12,blue,2839
2024casd_sf12m1,2024-03-24,03:12 PM,sf,1,12,blue,6995
2024casd_sf12m1,2024-03-24,03:12 PM,sf,1,12,blue,4738
2024casd_sf13m1,2024-03-24,03:33 PM,sf,1,13,red,973
2024casd_sf13m1,2024-03-24,03:33 PM,sf,1,13,red,4270
2024casd_sf13m1,2024-03-24,03:33 PM,sf,1,13,red,5137
2024casd_sf13m1,2024-03-24,03:33 PM,sf,1,13,blue,2839
2024casd_sf13m1,2024-03-24,03:33 PM,sf,1,13,blue,6995
2024casd_sf13m1,2024-03-24,03:33 PM,sf,1,13,blue,4738
2024casd_f1m1,2024-03-24,03:54 PM,f,1,1,red,3647
2024casd_f1m1,2024-03-24,03:54 PM,f,1,1,red,8891
2024casd_f1m1,2024-03-24,03:54 PM,f,1,1,red,359
2024casd_f1m1,2024-03-24,03:54 PM,f,1,1,blue,973
2024casd_f1m1,2024-03-24,03:54 PM,f,1,1,blue,4270
2024casd_f1m1,2024-03-24,03:54 PM,f,1,1,blue,5137
2024casd_f1m2,2024-03-24,04:15 PM,f,2,1,red,3647
2024casd_f1m2,2024-03-24,04:15 PM,f,2,1,red,8891
2024casd_f1m2,2024-03-24,04:15 PM,f,2,1,red,359
2024casd_f1m2,2024-03-24,04:15 PM,f,2,1,blue,973
2024casd_f1m2,2024-03-24,04:15 PM,f,2,1,blue,4270
2024casd_f1m2,2024-03-24,04:15 PM,f,2,1,blue,5137
